"CASEID_NEW","PPAGECAT","PPAGE","PPEDUCAT","PPEDUC","PPETHM","PPGENDER","PPHOUSEHOLDSIZE","PPINCIMP","PPMARIT","PPREG4","PPRENT","CHILDREN_IN_HH","PPWORK","PPNET","PPPARTYID3","PAPRELIGION","Q4","Q6B","Q7B","Q9","Q10","Q17A","Q21B","Q21D","Q23","Q27","Q31_1","Q31_2","Q31_3","Q31_4","Q31_5","Q31_6","Q31_7","Q31_8","Q31_9","Q32","Q34","HOW_LONG_RELATIONSHIP"
3777631,"(05) 55-64",63,"(1) less than high school","(07) 11th grade","(1) white, non-hispanic","(2) female",2,"(07) $20,000 to $24,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",0,"(6) not working - disabled","(0) no","(3) democrat","(02) Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)","(1) male","(1) white","(03) catholic",65,"(09) hs graduate or ged","(3) three times",36,50,"(3) partner earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",27
3779621,"(05) 55-64",62,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(2) black, non-hispanic","(2) female",2,"(05) $12,500 to $14,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(0) no","(3) democrat","(11) other Christian","(1) male","(2) black or african american","(13) none",64,"(09) hs graduate or ged","(2) twice",17,41,"(3) partner earned more","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(2) no, we did not meet through the internet","(2) good",45
3782331,"(02) 25-34",33,"(4) bachelor's degree or higher","(12) bachelors degree","(1) white, non-hispanic","(2) female",3,"(13) $60,000 to $74,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",1,"(7) not working - other","(1) yes","(3) democrat","(03) Catholic","(1) male","(1) white","(03) catholic",34,"(12) bachelor's degree","(1) once (this is my first marriage)",22,26,"(3) partner earned more","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",11
3788441,"(03) 35-44",44,"(4) bachelor's degree or higher","(14) professional or doctorate degree","(1) white, non-hispanic","(1) male",3,"(17) $125,000 to $149,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",0,"(2) working - self-employed","(1) yes","(1) republican","(03) Catholic","(2) female","(1) white","(02) protestant (e.g. methodist, lutheran, presbyterian, episcopal)",37,"(12) bachelor's degree","(1) once (this is my first marriage)",35,36,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(2) no, we did not meet through the internet","(2) good",9
3789451,"(04) 45-54",45,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(1) white, non-hispanic","(2) female",5,"(15) $85,000 to $99,999","(1) married","(1) northeast","(1) owned or being bought by you or someone in your household",3,"(1) working - as a paid employee","(1) yes","(1) republican","(03) Catholic","(1) male","(1) white","(13) none",47,"(12) bachelor's degree","(1) once (this is my first marriage)",20,25,"(3) partner earned more","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",25
3790321,"(02) 25-34",32,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(1) white, non-hispanic","(1) male",4,"(09) $30,000 to $34,999","(1) married","(4) west","(2) rented for cash",1,"(1) working - as a paid employee","(1) yes","(3) democrat","(04) Mormon","(2) female","(1) white","(04) mormon",31,"(12) bachelor's degree","(1) once (this is my first marriage)",22,23,"(1) i earned more","(2) no","(0) no","(1) yes","(1) yes","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",10
3792576,"(05) 55-64",57,"(3) some college","(10) some college, no degree","(1) white, non-hispanic","(1) male",1,"(18) $150,000 to $174,999","(6) living with partner","(4) west","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(1) republican","(13) None","(2) female","(5) other (please specify)","(13) none",48,"(10) some college, no degree","(2) twice",48,56,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",9
3793561,"(05) 55-64",56,"(3) some college","(10) some college, no degree","(1) white, non-hispanic","(2) female",5,"(11) $40,000 to $49,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(0) no","(1) republican","(09) Pentecostal","(1) male","(1) white","(09) pentecostal",51,"(06) 10th grade","(1) once (this is my first marriage)",32,33,"(1) i earned more","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",24
3794566,"(05) 55-64",56,"(3) some college","(11) associate degree","(1) white, non-hispanic","(2) female",2,"(14) $75,000 to $84,999","(6) living with partner","(2) midwest","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(3) democrat","(03) Catholic","(1) male","(1) white","(03) catholic",50,"(09) hs graduate or ged","(1) once (this is my first marriage)",51,55,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(6) yes, a different kind of internet service","(1) excellent",5
3795831,"(07) 75+",83,"(1) less than high school","(04) 7th or 8th grade","(1) white, non-hispanic","(1) male",1,"(12) $50,000 to $59,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",0,"(5) not working - retired","(0) no","(3) democrat","(03) Catholic","(2) female","(1) white","(03) catholic",82,"(09) hs graduate or ged","(1) once (this is my first marriage)",22,24,"(1) i earned more","(2) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",61
3800361,"(03) 35-44",36,"(3) some college","(10) some college, no degree","(1) white, non-hispanic","(2) female",7,"(13) $60,000 to $74,999","(1) married","(1) northeast","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(1) republican","(11) other Christian","(2) female","(1) white","(03) catholic",47,"(09) hs graduate or ged","(2) twice",33,36,"(1) i earned more","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",4
3802391,"(03) 35-44",39,"(1) less than high school","(06) 10th grade","(1) white, non-hispanic","(1) male",3,"(11) $40,000 to $49,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(1) republican","(11) other Christian","(2) female","(1) white","(11) other christian",39,"(09) hs graduate or ged","(1) once (this is my first marriage)",15,21,"(1) i earned more","(1) yes","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",24
3806531,"(04) 45-54",53,"(1) less than high school","(04) 7th or 8th grade","(1) white, non-hispanic","(2) female",4,"(08) $25,000 to $29,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",0,"(6) not working - disabled","(0) no","(1) republican","(09) Pentecostal","(1) male","(1) white","(09) pentecostal",51,"(09) hs graduate or ged","(1) once (this is my first marriage)",22,22,"(3) partner earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(2) good",31
3808501,"(04) 45-54",50,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(1) white, non-hispanic","(2) female",4,"(13) $60,000 to $74,999","(1) married","(3) south","(2) rented for cash",0,"(2) working - self-employed","(1) yes","(3) democrat","(11) other Christian","(1) male","(1) white","(01) baptist - any denomination",45,"(09) hs graduate or ged","(1) once (this is my first marriage)",23,24,"(3) partner earned more","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",27
3819381,"(03) 35-44",38,"(3) some college","(10) some college, no degree","(1) white, non-hispanic","(1) male",3,"(16) $100,000 to $124,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",1,"(4) not working - looking for work","(1) yes","(3) democrat","(02) Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)","(2) female","(1) white","(02) protestant (e.g. methodist, lutheran, presbyterian, episcopal)",31,"(12) bachelor's degree","(2) twice",31,33,"(3) partner earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",7
3823391,"(03) 35-44",39,"(4) bachelor's degree or higher","(14) professional or doctorate degree","(1) white, non-hispanic","(1) male",2,"(18) $150,000 to $174,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(0) no","(1) republican","(02) Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)","(2) female","(1) white","(02) protestant (e.g. methodist, lutheran, presbyterian, episcopal)",39,"(14) professional or doctorate degree","(1) once (this is my first marriage)",36,37,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(2) good",2.5
3825551,"(05) 55-64",55,"(1) less than high school","(07) 11th grade","(1) white, non-hispanic","(1) male",2,"(11) $40,000 to $49,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(3) democrat","(11) other Christian","(2) female","(1) white","(13) none",56,"(12) bachelor's degree","(1) once (this is my first marriage)",31,32,"(3) partner earned more","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",24
3827291,"(02) 25-34",29,"(4) bachelor's degree or higher","(12) bachelors degree","(1) white, non-hispanic","(2) female",2,"(16) $100,000 to $124,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(1) republican","(04) Mormon","(1) male","(1) white","(04) mormon",29,"(13) master's degree","(1) once (this is my first marriage)",21,21,"(3) partner earned more","(2) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",8
3829381,"(03) 35-44",38,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(1) white, non-hispanic","(2) female",2,"(14) $75,000 to $84,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(0) no","(1) republican","(02) Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)","(1) male","(1) white","(04) mormon",49,"(09) hs graduate or ged","(2) twice",29,33,"(3) partner earned more","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(3) fair",9
3834301,"(02) 25-34",30,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(1) white, non-hispanic","(1) male",6,"(12) $50,000 to $59,999","(1) married","(4) west","(1) owned or being bought by you or someone in your household",4,"(1) working - as a paid employee","(1) yes","(1) republican","(13) None","(2) female","(1) white","(13) none",28,"(10) some college, no degree","(2) twice",21,29,"(1) i earned more","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",9
3839381,"(03) 35-44",38,"(4) bachelor's degree or higher","(12) bachelors degree","(4) hispanic","(1) male",5,"(14) $75,000 to $84,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(1) republican","(03) Catholic","(2) female","(1) white","(03) catholic",38,"(13) master's degree","(1) once (this is my first marriage)",18,23,"(3) partner earned more","(1) yes","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",20
3843271,"(02) 25-34",27,"(4) bachelor's degree or higher","(12) bachelors degree","(1) white, non-hispanic","(2) female",2,"(16) $100,000 to $124,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(1) republican","(11) other Christian","(1) male","(1) white","(11) other christian",28,"(12) bachelor's degree","(1) once (this is my first marriage)",21,23,"(2) we earned about the same amount","(2) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",6
3844421,"(03) 35-44",42,"(3) some college","(10) some college, no degree","(1) white, non-hispanic","(1) male",5,"(15) $85,000 to $99,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",3,"(1) working - as a paid employee","(1) yes","(1) republican","(02) Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)","(2) female","(1) white","(02) protestant (e.g. methodist, lutheran, presbyterian, episcopal)",41,"(12) bachelor's degree","(2) twice",28,29,"(3) partner earned more","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(2) good",14
3847441,"(03) 35-44",44,"(1) less than high school","(06) 10th grade","(1) white, non-hispanic","(2) female",4,"(11) $40,000 to $49,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",1,"(6) not working - disabled","(1) yes","(3) democrat","(03) Catholic","(1) male","(1) white","(13) none",47,"(09) hs graduate or ged","(2) twice",29,30,"(3) partner earned more","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(3) fair",15
3851371,"(03) 35-44",37,"(4) bachelor's degree or higher","(12) bachelors degree","(1) white, non-hispanic","(1) male",2,"(15) $85,000 to $99,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(1) republican","(13) None","(2) female","(1) white","(13) none",37,"(13) master's degree","(1) once (this is my first marriage)",25,27,"(1) i earned more","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(2) no, we did not meet through the internet","(2) good",12
3854246,"(01) 18-24",24,"(3) some college","(11) associate degree","(4) hispanic","(2) female",2,"(12) $50,000 to $59,999","(6) living with partner","(4) west","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(2) other","(13) None","(1) male","(1) white","(13) none",25,"(10) some college, no degree","(1) once (this is my first marriage)",18,23,"(1) i earned more","(1) yes","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",6
3855341,"(02) 25-34",34,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(1) white, non-hispanic","(1) male",4,"(09) $30,000 to $34,999","(1) married","(1) northeast","(2) rented for cash",2,"(2) working - self-employed","(1) yes","(1) republican","(03) Catholic","(2) female","(1) white","(13) none",33,"(11) associate degree","(1) once (this is my first marriage)",18,19,"(3) partner earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(2) good",16
3856361,"(03) 35-44",36,"(4) bachelor's degree or higher","(13) masters degree","(1) white, non-hispanic","(1) male",4,"(17) $125,000 to $149,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",1,"(1) working - as a paid employee","(1) yes","(1) republican","(02) Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)","(2) female","(1) white","(02) protestant (e.g. methodist, lutheran, presbyterian, episcopal)",35,"(12) bachelor's degree","(1) once (this is my first marriage)",19,25,"(1) i earned more","(2) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",17
3865431,"(03) 35-44",43,"(3) some college","(11) associate degree","(1) white, non-hispanic","(2) female",4,"(14) $75,000 to $84,999","(1) married","(2) midwest","(2) rented for cash",0,"(1) working - as a paid employee","(0) no","(1) republican","(02) Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)","(1) male","(1) white","(02) protestant (e.g. methodist, lutheran, presbyterian, episcopal)",44,"(11) associate degree","(1) once (this is my first marriage)",18,19,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(2) no, we did not meet through the internet","(2) good",25
3866491,"(04) 45-54",49,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(4) hispanic","(1) male",4,"(14) $75,000 to $84,999","(1) married","(4) west","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(2) other","(11) other Christian","(2) female","(1) white","(11) other christian",46,"(09) hs graduate or ged","(1) once (this is my first marriage)",23,24,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(2) no, we did not meet through the internet","(1) excellent",26
3868471,"(04) 45-54",47,"(3) some college","(11) associate degree","(1) white, non-hispanic","(2) female",3,"(13) $60,000 to $74,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",1,"(1) working - as a paid employee","(0) no","(3) democrat","(01) Baptist- any denomination","(1) male","(1) white","(01) baptist - any denomination",39,"(09) hs graduate or ged","(2) twice",33,35,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(3) fair",14
3871551,"(05) 55-64",55,"(4) bachelor's degree or higher","(13) masters degree","(1) white, non-hispanic","(1) male",4,"(14) $75,000 to $84,999","(1) married","(4) west","(1) owned or being bought by you or someone in your household",1,"(1) working - as a paid employee","(1) yes","(1) republican","(04) Mormon","(2) female","(1) white","(04) mormon",52,"(13) master's degree","(1) once (this is my first marriage)",22,23,"(3) partner earned more","(2) no","(0) no","(1) yes","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",33
3873291,"(02) 25-34",29,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(1) white, non-hispanic","(1) male",3,"(14) $75,000 to $84,999","(1) married","(1) northeast","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(3) democrat","(02) Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)","(2) female","(1) white","(02) protestant (e.g. methodist, lutheran, presbyterian, episcopal)",31,"(13) master's degree","(1) once (this is my first marriage)",23,24,"(3) partner earned more","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",6
3875581,"(05) 55-64",58,"(3) some college","(10) some college, no degree","(1) white, non-hispanic","(2) female",2,"(13) $60,000 to $74,999","(1) married","(2) midwest","(2) rented for cash",0,"(4) not working - looking for work","(0) no","(3) democrat","(03) Catholic","(1) male","(1) white","(03) catholic",59,"(09) hs graduate or ged","(1) once (this is my first marriage)",15,19,"(3) partner earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",43
3880631,"(05) 55-64",63,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(1) white, non-hispanic","(1) male",2,"(06) $15,000 to $19,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",0,"(6) not working - disabled","(0) no","(1) republican","(02) Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)","(2) female","(1) white","(02) protestant (e.g. methodist, lutheran, presbyterian, episcopal)",58,"(09) hs graduate or ged","(1) once (this is my first marriage)",24,24,"(1) i earned more","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",39
3882461,"(04) 45-54",46,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(1) white, non-hispanic","(2) female",3,"(09) $30,000 to $34,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",1,"(1) working - as a paid employee","(0) no","(1) republican","(11) other Christian","(1) male","(1) white","(11) other christian",48,"(09) hs graduate or ged","(1) once (this is my first marriage)",36,37,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(2) good",10
3884371,"(03) 35-44",37,"(3) some college","(11) associate degree","(1) white, non-hispanic","(1) male",4,"(11) $40,000 to $49,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",0,"(6) not working - disabled","(1) yes","(1) republican","(11) other Christian","(2) female","(1) white","(11) other christian",37,"(11) associate degree","(2) twice",14,34,"(2) we earned about the same amount","(1) yes","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(2) good",23
3886611,"(05) 55-64",61,"(4) bachelor's degree or higher","(12) bachelors degree","(1) white, non-hispanic","(1) male",2,"(12) $50,000 to $59,999","(1) married","(4) west","(1) owned or being bought by you or someone in your household",0,"(5) not working - retired","(1) yes","(3) democrat","(11) other Christian","(2) female","(1) white","(01) baptist - any denomination",57,"(09) hs graduate or ged","(3) three times",35,37,"(1) i earned more","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",26
3887361,"(03) 35-44",36,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(1) white, non-hispanic","(2) female",4,"(09) $30,000 to $34,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",2,"(1) working - as a paid employee","(1) yes","(3) democrat","(13) None","(1) male","(1) white","(13) none",39,"(10) some college, no degree","(1) once (this is my first marriage)",22,23,"(3) partner earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(2) good",14
3891381,"(03) 35-44",38,"(4) bachelor's degree or higher","(12) bachelors degree","(1) white, non-hispanic","(1) male",5,"(12) $50,000 to $59,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",3,"(1) working - as a paid employee","(1) yes","(3) democrat","(02) Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)","(2) female","(1) white","(02) protestant (e.g. methodist, lutheran, presbyterian, episcopal)",36,"(09) hs graduate or ged","(2) twice",25,27,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",13
3903571,"(05) 55-64",57,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(1) white, non-hispanic","(2) female",2,"(13) $60,000 to $74,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",0,"(6) not working - disabled","(0) no","(3) democrat","(03) Catholic","(1) male","(1) white","(03) catholic",54,"(10) some college, no degree","(2) twice",32,35,"(3) partner earned more","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",25
3909431,"(03) 35-44",43,"(1) less than high school","(04) 7th or 8th grade","(1) white, non-hispanic","(1) male",3,"(02) $5,000 to $7,499","(1) married","(4) west","(2) rented for cash",1,"(6) not working - disabled","(1) yes","(1) republican","(12) other non-Christian, please specify","(2) female","(1) white","(13) none",32,"(09) hs graduate or ged","(1) once (this is my first marriage)",27,29,"(1) i earned more","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",16
3910661,"(06) 65-74",66,"(1) less than high school","(04) 7th or 8th grade","(1) white, non-hispanic","(1) male",2,"(07) $20,000 to $24,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",2,"(5) not working - retired","(0) no","(3) democrat","(11) other Christian","(2) female","(1) white","(01) baptist - any denomination",63,"(10) some college, no degree","(1) once (this is my first marriage)",20,20,"(3) partner earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",46
3913541,"(04) 45-54",54,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(1) white, non-hispanic","(1) male",3,"(13) $60,000 to $74,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(3) democrat","(03) Catholic","(2) female","(1) white","(03) catholic",53,"(09) hs graduate or ged","(2) twice",24,25,"(3) partner earned more","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",30
3914561,"(05) 55-64",56,"(4) bachelor's degree or higher","(12) bachelors degree","(1) white, non-hispanic","(1) male",2,"(19) $175,000 or more","(1) married","(4) west","(1) owned or being bought by you or someone in your household",0,"(2) working - self-employed","(1) yes","(3) democrat","(03) Catholic","(1) male","(1) white","(13) none",73,"(14) professional or doctorate degree","(1) once (this is my first marriage)",27,56,"(3) partner earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(2) good",29
3916511,"(04) 45-54",51,"(1) less than high school","(08) 12th grade no diploma","(1) white, non-hispanic","(1) male",2,"(15) $85,000 to $99,999","(1) married","(1) northeast","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(0) no","(1) republican","(03) Catholic","(2) female","(1) white","(03) catholic",47,"(11) associate degree","(1) once (this is my first marriage)",32,38,"(1) i earned more","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",19
3917481,"(04) 45-54",48,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(1) white, non-hispanic","(1) male",2,"(10) $35,000 to $39,999","(1) married","(4) west","(1) owned or being bought by you or someone in your household",0,"(6) not working - disabled","(1) yes","(3) democrat","(03) Catholic","(2) female","(1) white","(03) catholic",62,"(10) some college, no degree","(2) twice",29,29,"(2) we earned about the same amount","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",19
3920521,"(04) 45-54",52,"(3) some college","(10) some college, no degree","(1) white, non-hispanic","(2) female",2,"(09) $30,000 to $34,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",0,"(2) working - self-employed","(0) no","(1) republican","(12) other non-Christian, please specify","(1) male","(1) white","(12) other non-christian, please specify",62,"(05) 9th grade","(2) twice",25,27,"(3) partner earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(2) no, we did not meet through the internet","(4) poor",27
3921501,"(04) 45-54",50,"(4) bachelor's degree or higher","(12) bachelors degree","(4) hispanic","(1) male",5,"(13) $60,000 to $74,999","(1) married","(4) west","(2) rented for cash",0,"(1) working - as a paid employee","(1) yes","(3) democrat","(13) None","(2) female","(1) white","(11) other christian",48,"(09) hs graduate or ged","(1) once (this is my first marriage)",40,43,"(1) i earned more","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",10
